地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业状态,登记注册类型,企业规模,行业类别代码,行业类别名称,工业总产值当年价格万元,年正常生产时间小时,政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,14,0.0,0.0,14.0,0.0,0,26437,,,,4411,火力发电,,,贵州环保365,省,贵州省,国电安顺发电,21565228400,贵州省,520422,20,16,3,1.4286,1.1429,0.2143,0.0,37.09,1903.99,2014,0
1,2,0.5,1.0,2.0,0.5,1,53853,,,,4411,火力发电,,,泰安环境,市,泰安市,山东光明热电股份,16960693X,山东省,370982,20,5,1,10.0,2.5,0.5,0.0,16.73,5329.27,2014,274.0
0,8,0.0,0.0,3.0,0.0,1,59557,,,,4411,火力发电,,,滨州环保,市,滨州市,邹平齐星开发区热电,763650079,山东省,371626,24,7,1,8.0,2.3333,0.3333,0.0,16.73,5329.27,2014,0
3,17,0.1765,3.0,8.0,0.375,1,73002.05,,,,2221,机制纸及纸板制造,,,台州市环境保护局,市,浙江省台州市,台州森林造纸,704733827,浙江省,331081,11,15,0,1.375,1.875,0.0,0.0,59.07,3197.66,2014,92018.0
0,10,0.0,0.0,10.0,0.0,1,39984.28,,,,3120,炼钢,,,唐山市环境保护局,市,河北省唐山市,唐山国丰钢铁,601074048,河北省,130207,102,24,8,10.2,2.4,0.8,0.0,23.41,2630.59,2014,0
0,8,0.0,0.0,4.0,0.0,1,26446,,,,3041,平板玻璃制造,,,菏泽环境,市,菏泽市,山东巨润建材,672204911,山东省,371724,23,7,0,5.75,1.75,0.0,0.0,16.73,5329.27,2014,0
0,3,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,余杭环保,县,浙江省杭州市余杭区,杭州塘栖热电,143869707,浙江省,330110,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
1,1,1.0,1.0,1.0,1.0,0,72991,,,,,,,,绿色郑州,市,郑州市,郑州市马头岗污水处理厂,711205264,河南省,410108,2,2,0,2.0,2.0,0.0,0.0,21.5,2652.66,2014,146.0
0,15,0.0,0.0,8.0,0.0,1,57655,,,,2520,炼焦,,,徐州环保,市,徐州市,徐州伟天化工,799059774,江苏省,320312,80,24,1,10.0,3.0,0.125,0.0,15.8,4709.37,2014,0
0,4,0.0,0.0,2.0,0.0,0,27263.63,,,,3130,黑色金属铸造,,,贵州环保365,省,贵州省,昆明钢铁集团,719402000,云南省,530181,2,4,0,1.0,2.0,0.0,0.0,50.03,2692.54,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,宁波众茂杭州湾热电,744957892,浙江省,330000,1,1,0,1.0,1.0,0.0,0.0,59.07,3197.66,2014,0
5,10,0.5,5.0,10.0,0.5,1,73002.05,,,,4411,火力发电,,,温州环保,市,浙江省温州市,温州伟明环保能源,692364816,浙江省,330302,7,21,1,0.7,2.1,0.1,0.0,59.07,3197.66,2014,5987.0
0,2,0.0,0.0,1.0,0.0,0,40270.54,,,,2613,无机盐制造,,,刘帅168,省,湖南省,湘潭红燕化工,18496409X00,湖南省,430321,20,7,2,20.0,7.0,2.0,0.0,47.77,1385.09,2014,0
0,4,0.0,0.0,2.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,杭州塘栖热电,143869707,浙江省,330110,1,2,0,0.5,1.0,0.0,0.0,59.07,3197.66,2014,0
5,11,0.4545,5.0,6.0,0.8333,1,60879.1,,,,4411,火力发电,,,德州环境,市,山东省德州市,临邑恒利热电,732599282,山东省,371424,24,13,0,4.0,2.1667,0.0,0.0,16.73,5329.27,2014,1269281.2
0,18,0.0,0.0,11.0,0.0,1,59056,,,,4411,火力发电,,,金华市环保局,市,金华市,浙江巨宏热电,751903438,浙江省,330000,8,10,0,0.7273,0.9091,0.0,0.0,59.07,3197.66,2014,0
0,9,0.0,0.0,5.0,0.0,1,60879.1,,,,3041,平板玻璃制造,,,山东环境,省,山东省,山东巨润建材,672204911,山东省,371724,26,8,0,5.2,1.6,0.0,0.0,16.73,5329.27,2014,0
0,5,0.0,0.0,3.0,0.0,1,81874.42,,,,4411,火力发电,,,江苏环保,省,江苏省,泰兴卡万塔沿江热电,608785715,江苏省,321283,0,2,0,0.0,0.6667,0.0,0.0,15.8,4709.37,2014,0
1,2,0.5,1.0,1.0,1.0,1,60879.1,,,,2211,木竹浆制造,,,山东环境,省,山东省,山东华金集团,706345473,山东省,370831,2,4,0,2.0,4.0,0.0,0.0,16.73,5329.27,2014,6621095.0
1,4,0.25,1.0,2.0,0.5,1,60879.1,,,,2619,其他基础化学原料制造,,,山东环境,省,山东省,济南裕兴化工,734707945,山东省,370105,2,3,0,1.0,1.5,0.0,0.0,16.73,5329.27,2014,840.0
0,4,0.0,0.0,2.0,0.0,1,126389,,,,4411,火力发电,,,无锡环保,市,无锡市,无锡能达热电,720634095,江苏省,320205,2,2,0,1.0,1.0,0.0,0.0,15.8,4709.37,2014,0
1,101,0.0099,1.0,98.0,0.0102,1,73002.05,,,,,,,,浙江环保,省,浙江省,浙江八达金华热电,52840407,浙江省,330702,127,111,4,1.2959,1.1327,0.0408,0.0,59.07,3197.66,2014,125.0
0,1,0.0,0.0,1.0,0.0,0,34424.61,,,,3011,水泥制造,,,合肥环保,市,安徽省合肥市,中材安徽水泥,799819446,安徽省,340000,1,0,0,1.0,0.0,0.0,0.0,27.53,2252.69,2014,0
0,2,0.0,0.0,1.0,0.0,1,81874.42,,,,2829,其他合成纤维制造,,,江苏环保,省,江苏省,南通醋酸纤维,608309823,江苏省,320602,1,1,0,1.0,1.0,0.0,0.0,15.8,4709.37,2014,0
0,14,0.0,0.0,5.0,0.0,1,60879.1,,,,4411,火力发电,,,邹平环保,县,山东省滨州市邹平县,山东齐星长山热电,745665445,山东省,371626,16,12,0,3.2,2.4,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,1,39984.28,,,,3140,钢压延加工,,,唐山市环境保护局,市,河北省唐山市,河北津西钢铁集团股份,721610976,河北省,130227,3,1,0,3.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,4,0.0,0.0,2.0,0.0,1,60879.1,,,,1392,豆制品制造,,,德州环境,市,山东省德州市,谷神生物科技集团,723850818,山东省,371421,6,4,0,3.0,2.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,1.0,0.0,1,107545,,,,2612,无机碱制造,,,南京环保,市,南京市,南京金浦锦湖化工,790434881,江苏省,320116,3,1,0,3.0,1.0,0.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,0,55548,,,,4411,火力发电,,,吉林省环境保护厅,省,吉林省,吉林石油集团,24443315202,吉林省,220702,0,1,0,0.0,1.0,0.0,0.0,40.38,760.26,2014,0
0,2,0.0,0.0,2.0,0.0,0,40270.54,,,,4411,火力发电,,,湘潭市环境保护局,市,湖南省湘潭市,大唐湘潭发电,184734649,湖南省,430304,15,13,7,7.5,6.5,3.5,0.0,47.77,1385.09,2014,0
0,2,0.0,0.0,1.0,0.0,1,63469,,,,4419,其他电力生产,,,刘帅168,省,湖南省,中山市天乙能源,783850019,广东省,440000,0,21,0,0.0,21.0,0.0,0.0,51.26,4263.66,2014,0
0,1,0.0,0.0,1.0,0.0,0,34674,,,,4210,金属废料和碎屑加工处理,,,江西环保,省,江西省,江西格林美资源循环,553545545,江西省,360981,7,5,0,7.0,5.0,0.0,0.0,60.01,1085.35,2014,0
0,15,0.0,0.0,8.0,0.0,1,81874.42,,,,2520,炼焦,,,江苏环保,省,江苏省,徐州伟天化工,799059774,江苏省,320312,88,24,2,11.0,3.0,0.25,0.0,15.8,4709.37,2014,0
0,10,0.0,0.0,4.0,0.0,0,40270.54,,,,2520,炼焦,,,绿水青山总关情,省,湖南省,湖南煤化新能源,661658280,湖南省,431302,17,22,1,4.25,5.5,0.25,0.0,47.77,1385.09,2014,0
0,5,0.0,0.0,3.0,0.0,1,73002.05,,,,4411,火力发电,,,绍兴-环保,市,浙江省绍兴市,上虞杭协热电,744142984,浙江省,330682,1,4,0,0.3333,1.3333,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,华电章丘发电,70592974100,山东省,370181,12,2,0,12.0,2.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,1.0,0.0,0,40270.54,,,,3011,水泥制造,,,刘帅168,省,湖南省,湖南金大地材料股份,717020201,湖南省,431221,2,4,0,2.0,4.0,0.0,0.0,47.77,1385.09,2014,0
0,4,0.0,0.0,2.0,0.0,1,60879.1,,,,3011,水泥制造,,,山东环境,省,山东省,昌乐山水水泥,740989678,山东省,370725,6,2,0,3.0,1.0,0.0,0.0,16.73,5329.27,2014,0
12,20,0.6,6.0,7.0,0.8571,1,126389,,,,1713,棉印染精加工,,,无锡环保,市,无锡市,江苏红柳床单,142221087,江苏省,320281,563,176,18,80.4286,25.1429,2.5714,0.0,15.8,4709.37,2014,66752.3333
0,3,0.0,0.0,2.0,0.0,1,60879.1,,,,2812,人造纤维（纤维素纤维）制造,,,山东环境,省,山东省,山东银鹰化纤,16585448500,山东省,370785,0,2,0,0.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,4,0.0,0.0,3.0,0.0,0,34674,,,,3120,炼钢,,,江西环保,省,江西省,萍乡萍钢钢铁,589212769,江西省,360313,8,2,0,2.6667,0.6667,0.0,0.0,60.01,1085.35,2014,0
0,2,0.0,0.0,1.0,0.0,0,86482,,,,2651,初级形态塑料及合成树脂制造,,,榆林市环境保护局,市,榆林市,陕西金泰氯碱化工,755221821,陕西省,610827,1,2,1,1.0,2.0,1.0,0.0,41.42,1757.41,2014,0
0,5,0.0,0.0,4.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江大唐乌沙山发电,753286162,浙江省,330225,2,2,0,0.5,0.5,0.0,0.0,59.07,3197.66,2014,0
3,8,0.375,2.0,4.0,0.5,1,73002.05,,,,4411,火力发电,,,绿色乐清,县,乐清市,浙江浙能温州发电,84504177900,浙江省,330382,1,6,0,0.25,1.5,0.0,0.0,59.07,3197.66,2014,169843.5
0,1,0.0,0.0,1.0,0.0,1,70605,,,,1712,棉织造加工,,,东莞环保,市,东莞市,东莞沙田丽海纺织印染,617768933,广东省,440000,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2014,0
1,4,0.25,1.0,2.0,0.5,1,72706,,,,2613,无机盐制造,,,泰州环境保护局,市,泰州市,江苏奥喜埃化工,672011247,江苏省,321283,3,14,0,1.5,7.0,0.0,0.0,15.8,4709.37,2014,421721.0
1,5,0.2,1.0,3.0,0.3333,1,82052,,,,2619,其他基础化学原料制造,,,济南环保,市,济南市,济南裕兴化工,734707945,山东省,370105,4,5,0,1.3333,1.6667,0.0,0.0,16.73,5329.27,2014,840.0
0,4,0.0,0.0,2.0,0.0,0,27263.63,,,,3216,铝冶炼,,,昆明市环保局,市,云南省昆明市,云南铝业股份,21658149X,云南省,530121,5,6,1,2.5,3.0,0.5,0.0,50.03,2692.54,2014,0
0,2,0.0,0.0,1.0,0.0,1,87531,,,,2710,化学药品原料药制造,,,淄博环保,市,淄博市,山东鲁维制药,79730198500,山东省,370302,0,3,0,0.0,3.0,0.0,0.0,16.73,5329.27,2014,0
0,4,0.0,0.0,3.0,0.0,1,81874.42,,,,4411,火力发电,,,江苏环保,省,江苏省,江苏利港电力,607921551,江苏省,320281,4,12,0,1.3333,4.0,0.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,台州市环境保护局,市,浙江省台州市,浙江浙能镇海发电,720083684,浙江省,330211,1,1,0,1.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,2.0,0.0,0,26437,,,,2612,无机碱制造,,,贵州环保365,省,贵州省,贵州开磷遵义碱厂,214780161,贵州省,520302,9,4,0,4.5,2.0,0.0,0.0,37.09,1903.99,2014,0
1,1,1.0,1.0,1.0,1.0,0,40270.54,,,,3011,水泥制造,,,绿水青山总关情,省,湖南省,湘西自治州天源建材,670753159,湖南省,433101,2,3,0,2.0,3.0,0.0,0.0,47.77,1385.09,2014,614.0
0,1,0.0,0.0,1.0,0.0,0,72991,,,,4411,火力发电,,,绿色郑州,市,郑州市,郑州中岳电力,71262599X,河南省,410185,6,3,0,6.0,3.0,0.0,0.0,21.5,2652.66,2014,0
1,1,1.0,1.0,1.0,1.0,0,53872,,,,2614,有机化学原料制造,,,哈尔滨环保,市,哈尔滨市,中煤龙化哈尔滨煤化工,718483240,黑龙江省,230123,14,10,7,14.0,10.0,7.0,0.0,43.16,900.41,2014,17125.0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,3340,金属丝绳及其制品制造,,,浙江环保,省,浙江省,嘉兴东方钢帘线,609455240,浙江省,330000,1,0,0,1.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,10,0.0,0.0,7.0,0.0,1,59056,,,,,,,,金华市环保局,市,金华市,浙江八达金华热电,52840407,浙江省,330702,6,8,0,0.8571,1.1429,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,烟台东源热电,764800673,山东省,370686,7,3,0,7.0,3.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江三星热电,754403818,浙江省,330183,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,0,34674,,,,3011,水泥制造,,,江西环保,省,江西省,江西锦溪水泥,705628260,江西省,360281,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2014,0
0,2,0.0,0.0,1.0,0.0,0,55548,,,,4411,火力发电,,,吉林省环境保护厅,省,吉林省,长春热电发展,727099566,吉林省,220105,0,1,0,0.0,1.0,0.0,0.0,40.38,760.26,2014,0
0,5,0.0,0.0,1.0,0.0,1,107545,,,,4411,火力发电,,,南京环保,市,南京市,扬州第二发电,140861574,江苏省,321003,1,6,0,1.0,6.0,0.0,0.0,15.8,4709.37,2014,0
0,4,0.0,0.0,2.0,0.0,1,72706,,,,4411,火力发电,,,泰州环境保护局,市,泰州市,泰兴卡万塔沿江热电,608785715,江苏省,321283,0,2,0,0.0,1.0,0.0,0.0,15.8,4709.37,2014,0
0,21,0.0,0.0,11.0,0.0,1,73002.05,,,,4411,火力发电,,,绍兴-环保,市,浙江省绍兴市,浙江沪光热电,609663445,浙江省,330000,5,11,0,0.4545,1.0,0.0,0.0,59.07,3197.66,2014,0
1,3,0.3333,1.0,3.0,0.3333,1,73002.05,,,,3011,水泥制造,,,浙江环保,省,浙江省,兰溪南方水泥,704568788,浙江省,330781,3,26,0,1.0,8.6667,0.0,0.0,59.07,3197.66,2014,78281.0
1,1,1.0,1.0,1.0,1.0,1,38923.7,,,,3041,平板玻璃制造,,,环保海口,市,海南省海口市,海南中航特玻材料,681170530,海南省,469023,0,2,0,0.0,2.0,0.0,0.0,55.38,287.73,2014,20705.0
0,7,0.0,0.0,4.0,0.0,1,73002.05,,,,3011,水泥制造,,,浙江环保,省,浙江省,常山南方水泥,75304140500,浙江省,330822,0,2,0,0.0,0.5,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,2.0,0.0,1,77457,,,,2221,机制纸及纸板制造,,,南通环保微博,市,南通市,江苏王子制纸,753929228,江苏省,320000,3,2,1,1.5,1.0,0.5,0.0,15.8,4709.37,2014,0
0,5,0.0,0.0,5.0,0.0,1,105231,,,,3120,炼钢,,,天津环保发布,省,天津省天津市,天津天丰钢铁,73035277X,天津市,120223,76,9,0,15.2,1.8,0.0,0.0,9.87,617.55,2014,0
0,28,0.0,0.0,14.0,0.0,1,97370,,,,4411,火力发电,,,浦东环境,县,上海省上海市东新区,上海申能星火热电,134023486,上海市,310120,9,19,0,0.6429,1.3571,0.0,0.0,10.74,807.29,2014,0
0,5,0.0,0.0,1.0,0.0,1,104423,,,,4411,火力发电,,,常州环保局,市,常州市,扬州第二发电,140861574,江苏省,321003,1,6,0,1.0,6.0,0.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,0,46928.59,,,,3120,炼钢,,,陕西环保,省,陕西省,陕钢集团汉中钢铁,691109098,陕西省,610725,6,12,6,6.0,12.0,6.0,0.0,41.42,1757.41,2014,0
2,4,0.5,2.0,2.0,1.0,1,73002.05,,,,2760,生物药品制造,,,浙江环保,省,浙江省,浙江升华拜克生物股份,14712075200,浙江省,330521,12,16,0,6.0,8.0,0.0,0.0,59.07,3197.66,2014,1851592.0
0,3,0.0,0.0,1.0,0.0,1,81874.42,,,,3011,水泥制造,,,溧阳环保,县,溧阳市,江苏金峰水泥集团,720591953,江苏省,320481,1,2,0,1.0,2.0,0.0,0.0,15.8,4709.37,2014,0
0,9,0.0,0.0,6.0,0.0,1,81874.42,,,,3011,水泥制造,,,江苏环保,省,江苏省,句容台泥水泥,60893071600,江苏省,321183,5,8,1,0.8333,1.3333,0.1667,0.0,15.8,4709.37,2014,0
0,3,0.0,0.0,2.0,0.0,0,34674,,,,3011,水泥制造,,,江西环保,省,江西省,江西亚东水泥,612441544,江西省,360481,5,4,2,2.5,2.0,1.0,0.0,60.01,1085.35,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,嘉兴新嘉爱斯热电,769640170,浙江省,330411,0,2,0,0.0,2.0,0.0,0.0,59.07,3197.66,2014,0
1,3,0.3333,1.0,1.0,1.0,1,60879.1,,,,4411,火力发电,,,威海环境,市,山东省威海市,荣成市热电厂,166873936,山东省,371082,1,2,0,1.0,2.0,0.0,0.0,16.73,5329.27,2014,618760.0
0,2,0.0,0.0,1.0,0.0,1,81874.42,,,,2631,化学农药制造,,,江苏环保,省,江苏省,南京红太阳股份,134900928,江苏省,320000,1,0,0,1.0,0.0,0.0,0.0,15.8,4709.37,2014,0
4,12,0.3333,4.0,4.0,1.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,茌平齐鲁供热,732603456,山东省,371523,5,5,0,1.25,1.25,0.0,0.0,16.73,5329.27,2014,4179513.0
2,5,0.4,2.0,3.0,0.6667,1,73002.05,,,,1752,化纤织物染整精加工,,,杭州环保,市,浙江省杭州市,浙江航民股份,704277796,浙江省,330109,9,8,0,3.0,2.6667,0.0,0.0,59.07,3197.66,2014,44230.0
0,6,0.0,0.0,2.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江浙能温州发电,84504177900,浙江省,330382,0,3,0,0.0,1.5,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,台州市环境保护局,市,浙江省台州市,临海市伟明环保能源,670292102,浙江省,331082,17,6,0,17.0,6.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,63469,,,,4419,其他电力生产,,,绿水青山总关情,省,湖南省,中山市天乙能源,783850019,广东省,440000,0,21,0,0.0,21.0,0.0,0.0,51.26,4263.66,2014,0
1,1,1.0,1.0,1.0,1.0,1,60879.1,,,,3011,水泥制造,,,山东环境,省,山东省,枣庄市沃丰水泥,787156825,山东省,370101,6,7,0,6.0,7.0,0.0,0.0,16.73,5329.27,2014,83285.0
8,19,0.4211,7.0,10.0,0.7,1,60879.1,1,130,2,2221,机制纸及纸板制造,29474,7680,德州环境,市,山东省德州市,平原方源纸业,588781812,山东省,371426,79,37,2,7.9,3.7,0.2,0.0,16.73,5329.27,2014,1061289.0
0,1,0.0,0.0,1.0,0.0,1,32943,,,,3110,炼铁,,,邯郸市环境保护局,市,邯郸市,河北宝信钢铁,741532485,河北省,130406,0,1,0,0.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,3,0.0,0.0,3.0,0.0,1,73002.05,,,,3011,水泥制造,,,杭州环保,市,浙江省杭州市,建德海螺水泥,733823311,浙江省,330182,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
4,15,0.2667,4.0,8.0,0.5,1,60879.1,,,,3041,平板玻璃制造,,,山东环境,省,山东省,德州晶华集团振华,167277634,山东省,371402,32,31,0,4.0,3.875,0.0,0.0,16.73,5329.27,2014,445415.25
0,1,0.0,0.0,1.0,0.0,0,26437,,,,4411,火力发电,,,贵州环保365,省,贵州省,贵州西电电力股份,745738253,贵州省,522424,0,3,0,0.0,3.0,0.0,0.0,37.09,1903.99,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,,,,,浙江环保,省,浙江省,衢州南方水泥,728454478,浙江省,330881,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,2.0,0.0,1,60879.1,,,,3221,金冶炼,,,山东环境,省,山东省,山东恒邦冶炼股份,165341292,山东省,370612,11,8,0,5.5,4.0,0.0,0.0,16.73,5329.27,2014,0
0,6,0.0,0.0,3.0,0.0,0,37097,,,,2614,有机化学原料制造,,,九江环保发布,市,九江市,蓝星化工新材料股份,705653896,江西省,360425,2,8,0,0.6667,2.6667,0.0,0.0,60.01,1085.35,2014,0
0,1,0.0,0.0,1.0,0.0,0,33089.61,,,,3011,水泥制造,,,江西环保,省,江西省,桂林南方水泥,672465070,广西壮族自治区,450000,0,0,0,0.0,0.0,0.0,0.0,56.51,1346.51,2014,0
0,3,0.0,0.0,1.0,0.0,1,73002.05,,,,,,,,嘉兴环境保护,市,浙江省嘉兴市,浙江富邦集团,14671123-5,浙江省,330481,16,11,0,16.0,11.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,2.0,0.0,0,34424.61,,,,3011,水泥制造,,,安徽环保,省,安徽省,安徽怀宁海螺水泥,744882317,安徽省,340822,3,6,0,1.5,3.0,0.0,0.0,27.53,2252.69,2014,0
1,146,0.0068,1.0,105.0,0.0095,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江巨宏热电,751903438,浙江省,330000,87,105,1,0.8286,1.0,0.0095,0.0,59.07,3197.66,2014,165498.0
0,3,0.0,0.0,3.0,0.0,1,81874.42,,,,4411,火力发电,,,江苏环保,省,江苏省,苏州苏震热电,752743712,江苏省,320000,9,16,1,3.0,5.3333,0.3333,0.0,15.8,4709.37,2014,0
0,2,0.0,0.0,2.0,0.0,0,34424.61,,,,4411,火力发电,,,淮南环保,市,安徽省淮南市,淮南矿业集团电力,556335834,安徽省,340421,0,1,0,0.0,0.5,0.0,0.0,27.53,2252.69,2014,0
0,5,0.0,0.0,1.0,0.0,1,81874.42,,,,4411,火力发电,,,扬州环保,市,江苏省扬州市,扬州第二发电,140861574,江苏省,321003,1,6,0,1.0,6.0,0.0,0.0,15.8,4709.37,2014,0
0,4,0.0,0.0,1.0,0.0,1,43215,,,,4411,火力发电,,,源波居士A,市,常德市,浙江浙能温州发电,84504177900,浙江省,330382,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
1,8,0.125,1.0,6.0,0.1667,1,35032,,,,3110,炼铁,,,临沂环境,市,临沂市,山东球墨铸铁管,614072500,山东省,370112,184,893,50,30.6667,148.8333,8.3333,0.0,16.73,5329.27,2014,1326.0
0,2,0.0,0.0,2.0,0.0,0,34424.61,,,,3211,铜冶炼,,,铜陵环保,市,安徽省铜陵市,金隆铜业,610436303,安徽省,340702,0,3,0,0.0,1.5,0.0,0.0,27.53,2252.69,2014,0
1,2,0.5,1.0,1.0,1.0,1,87531,,,,4411,火力发电,,,淄博环保,市,淄博市,沂源县源能热电,168612940,山东省,370323,2,5,0,2.0,5.0,0.0,0.0,16.73,5329.27,2014,590031.0
0,1,0.0,0.0,1.0,0.0,1,63471.66,,,,3041,平板玻璃制造,,,江西环保,省,江西省,漳州旗滨玻璃,66282269500,福建省,350626,2,2,0,2.0,2.0,0.0,0.0,65.95,2007.43,2014,0
0,3,0.0,0.0,3.0,0.0,1,73002.05,,,,1713,棉印染精加工,,,浙江环保,省,浙江省,浙江庆茂纺织印染,734535418,浙江省,330000,0,1,0,0.0,0.3333,0.0,0.0,59.07,3197.66,2014,0
0,6,0.0,0.0,6.0,0.0,0,26437,,,,4411,火力发电,,,贵州环保365,省,贵州省,中电投贵州金元集团股份,7143921221,贵州省,522426,2,6,0,0.3333,1.0,0.0,0.0,37.09,1903.99,2014,0
0,1,0.0,0.0,1.0,0.0,1,81874.42,,,,4411,火力发电,,,淮安环保,市,江苏省淮安市,淮安经济开发区热电,751408613,江苏省,320000,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2014,0
5,11,0.4545,4.0,4.0,1.0,1,35032,,,,4411,火力发电,,,临沂环境,市,临沂市,华能临沂发电,168271787,山东省,371311,0,22,0,0.0,5.5,0.0,0.0,16.73,5329.27,2014,21773.25
0,7,0.0,0.0,5.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,杭州锦江绿色能源,720098923,浙江省,330110,11,8,1,2.2,1.6,0.2,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,39984.28,,,,3140,钢压延加工,,,唐山市环境保护局,市,河北省唐山市,唐山贝氏体钢铁（集团）福丰钢铁,741532995,河北省,130207,1,3,0,1.0,3.0,0.0,0.0,23.41,2630.59,2014,0
0,1,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江华川实业集团,147644644,浙江省,330782,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
1,2,0.5,1.0,1.0,1.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,华能济宁运河发电,7060926800,山东省,370811,6,3,0,6.0,3.0,0.0,0.0,16.73,5329.27,2014,114.0
0,1,0.0,0.0,1.0,0.0,1,98362,,,,4411,火力发电,,,宁波市环境保护局,市,宁波市,浙江浙能北仑发电,142942853,浙江省,330206,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,4.0,0.0,0,34424.61,,,,4411,火力发电,,,合肥环保,市,安徽省合肥市,安徽安能热电,752969068,安徽省,340102,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2014,0
0,9,0.0,0.0,5.0,0.0,1,60879.1,,,,4411,火力发电,,,环保东营,市,山东省东营市,东营华泰化工集团,768728314,山东省,370000,23,10,0,4.6,2.0,0.0,0.0,16.73,5329.27,2014,0
0,6,0.0,0.0,4.0,0.0,1,73002.05,,,,3011,水泥制造,,,江西环保,省,江西省,常山南方水泥,75304140500,浙江省,330822,2,2,0,0.5,0.5,0.0,0.0,59.07,3197.66,2014,0
2,3,0.6667,2.0,2.0,1.0,0,47850,,,,2621,氮肥制造,,,重庆环保,省,重庆省重庆市,中化重庆涪陵化工,71165606501,重庆市,500102,18,24,0,9.0,12.0,0.0,0.0,38.43,701.19,2014,268.5
0,2,0.0,0.0,1.0,0.0,1,81874.42,,,,3110,炼铁,,,江苏环保,省,江苏省,圣戈班（徐州）管道,136371652,江苏省,320106,1,0,1,1.0,0.0,1.0,0.0,15.8,4709.37,2014,0
